id,price_doc
30706,14148000.737832826
30707,3182509.5519012758
30708,11931236.973699957
30709,6958256.594906387
30710,6971620.123743773
30711,4559913.021763663
30712,4211974.6966423
30713,7097415.660732197
30714,7013372.673582433
30715,3604081.48555697
30716,9814500.681265658
30717,6469845.475442894
30718,7032985.235361693
30719,11226056.359247854
30720,5451405.430511546
30721,7231977.406551823
30722,6533142.493227675
30723,6186291.219306563
30724,10658872.609317474
30725,6318083.847269765
30726,9664700.585164325
30727,9423196.545101138
30728,10156518.58172169
30729,3349026.275230272
30730,4591283.431736067
30731,6077333.007553406
30732,4891229.644983983
30733,6900235.9276467655
30734,7406170.756617092
30735,5610541.058646447
30736,5569410.483525355
30737,6192784.271105408
30738,5988480.571503158
30739,4033488.5862808814
30740,7196188.150499423
30741,9756131.33871842
30742,4057375.00248918
30743,5207804.682541489
30744,9452823.654543832
30745,7277112.689190449
30746,5610541.058646447
30747,15787562.958919583
30748,14456971.637659159
30749,6045359.652410965
30750,6944282.819968116
30751,3548761.066597957
30752,7903449.902529408
30753,10168749.459253257
30754,4935483.772259137
30755,3199323.52131224
30756,5851035.920763521
30757,4520562.632025002
30758,9697747.132152429
30759,5397946.5567505965
30760,3151972.5875313533
30761,8216133.595879355
30762,6728845.520155668
30763,12372550.909440173
30764,5949799.299426818
30765,5668713.171502901
30766,3826402.122487565
30767,9080920.031581935
30768,4556962.710478819
30769,6134339.840475177
30770,5709902.556810008
30771,3487100.093113063
30772,7328847.498714663
30773,6718080.223723181
30774,5798035.429448264
30775,8457279.691781519
30776,5968348.792582789
30777,5747135.18985671
30778,8970215.014607929
30779,6237863.211062285
30780,7925669.990166972
30781,7020606.548613373
30782,4320492.811793059
30783,5204515.767406696
30784,3878034.503317456
30785,4829104.072559017
30786,4364354.545674156
30787,6033565.190712896
30788,5820772.563616142
30789,6758027.660780453
30790,6055947.610889112
30791,9573776.682459425
30792,7554533.757700602
30793,8349045.73390973
30794,11825229.586592497
30795,7490730.247082422
30796,9525985.985543614
30797,14804672.912328996
30798,2787576.271315231
30799,8623101.744012
30800,11338285.360108117
30801,6038117.57570167
30802,14497430.605299488
30803,3588750.1354746986
30804,4239847.731810984
30805,11244783.031059291
30806,7528983.942658628
30807,5549501.44783168
30808,11039649.008885
30809,4763970.324536917
30810,11134376.030144364
30811,4206129.278172737
30812,4864367.443281324
30813,5264172.296995185
30814,2637280.0965879085
30815,4506508.61870877
30816,6809492.673978868
30817,2266427.6146525624
30818,7172400.092499423
30819,8843340.9101962
30820,4541521.209590959
30821,12228197.597915016
30822,8953267.252409665
30823,7092376.449767176
30824,3886929.3527552295
30825,4954497.31113165
30826,7713405.372248074
30827,5049607.1981232045
30828,5298009.696354979
30829,5516281.554056249
30830,9185147.782647071
30831,7008234.628184291
30832,5959696.972586122
30833,5581786.356757532
30834,4075756.2882961025
30835,6256756.927532301
30836,6339726.925545627
30837,5996718.195244788
30838,4275539.21571791
30839,6862434.358934923
30840,8735934.767319147
30841,9778047.468419641
30842,6790988.219555213
30843,5521828.846701773
30844,5845935.315024623
30845,8211980.285865211
30846,4603210.490105362
30847,5046980.7941167215
30848,8230766.78832409
30849,4884597.998426604
30850,4112460.980216717
30851,4793523.589200344
30852,7197524.832252535
30853,4943006.717318702
30854,4375639.634101378
30855,7156578.53364562
30856,6186243.238277903
30857,2468208.999844305
30858,4423492.752948642
30859,5579965.897124453
30860,5638725.059856289
30861,8674302.160553616
30862,5859059.919544248
30863,5403203.694138023
30864,5613676.9926002845
30865,9336955.151184715
30866,5431657.748725658
30867,6332338.466263973
30868,7613127.300419556
30869,5175181.640977369
30870,3925964.9598366995
30871,7816682.96966208
30872,4690789.210976355
30873,4351822.152340863
30874,3426613.9867247534
30875,6576183.581251407
30876,5369258.409437386
30877,8839512.083032086
30878,5529260.160080345
30879,8006153.826586722
30880,6004743.940150813
30881,2266427.6146525624
30882,9322181.60318253
30883,4270360.072896101
30884,5512844.837195094
30885,4608642.604963029
30886,7034751.146199771
30887,5571093.61567692
30888,4805891.521527653
30889,4266680.629411402
30890,6608194.735351164
30891,3940093.497657774
30892,3806945.523249762
30893,4448628.750131033
30894,4725007.780785243
30895,4346116.278437062
30896,6120952.56399725
30897,7489970.384633064
30898,7130171.589777648
30899,7193782.200901433
30900,4338722.068162427
30901,6163826.1211366765
30902,2281047.3004100197
30903,8128293.316805302
30904,7453713.0405692635
30905,5518463.5970092425
30906,4080647.270447147
30907,11494489.886026366
30908,4920197.558180787
30909,10833857.817006204
30910,7136003.913068293
30911,3429089.5556862922
30912,6461555.538495471
30913,14118398.649714692
30914,6245565.772794586
30915,8238648.055943366
30916,5605937.144914533
30917,7894139.547181172
30918,6782085.173162581
30919,3267880.2476809933
30920,4064422.794267998
30921,3967853.9844035828
30922,4985333.349199356
30923,4329244.691415592
30924,5055662.843911666
30925,12825447.380257942
30926,6542949.860684173
30927,6650970.190974427
30928,4061609.056304963
30929,5146082.926707975
30930,8108649.463910483
30931,11886499.205928516
30932,4667234.6078897035
30933,5099860.3910029745
30934,13773986.786284037
30935,6965104.5504022855
30936,7419528.721154888
30937,8865814.94795908
30938,3381648.683089538
30939,7641659.048062954
30940,7118436.843944237
30941,5387242.775983797
30942,4434430.4023484
30943,6551209.081142357
30944,4626622.394174905
30945,3182709.49112052
30946,11174590.160242792
30947,7141457.335464627
30948,7783861.734012728
30949,6685631.374233854
30950,4644255.020840725
30951,11743745.085752716
30952,6641695.8395832665
30953,8173349.5919038
30954,4394195.201563732
30955,7165153.867565378
30956,6896397.507423044
30957,5697203.365768172
30958,15274365.572741706
30959,7499662.268737821
30960,7089681.474464303
30961,8295846.313682513
30962,10702274.019702148
30963,4342069.959252002
30964,4783749.891992288
30965,7319522.749387255
30966,12593625.533251094
30967,8855074.192241874
30968,3531259.1461574426
30969,4411198.483293212
30970,5489968.445242605
30971,7037556.10928966
30972,4411198.483293212
30973,4770254.293505827
30974,5261448.327991819
30975,7445212.080205973
30976,4871520.062484407
30977,8055107.972819654
30978,7090228.298466128
30979,4429081.905894864
30980,5963329.008012437
30981,5578031.096182052
30982,7165613.275144962
30983,4409288.911513457
30984,5512844.837195094
30985,3991291.544703722
30986,9862083.430278942
30987,7706859.873891842
30988,5514145.584444352
30989,7372822.734575624
30990,11790072.446285501
30991,8213434.28194315
30992,2725939.7474661754
30993,7403599.835962741
30994,5433258.541312067
30995,5511981.804319915
30996,5602657.444020924
30997,6700032.4188233325
30998,3705359.9641026435
30999,4973323.890301773
31000,5592912.207435587
31001,5964310.255601456
31002,8320747.686882551
31003,8589726.701505011
31004,5198566.218939231
31005,3456214.5376103623
31006,8871542.863078732
31007,4431833.408873682
31008,4642311.2315837545
31009,5027663.561088464
31010,6150817.19912893
31011,4366459.953848011
31012,5685460.8280440755
31013,6404307.619695203
31014,10191381.971725818
31015,5372698.396225558
31016,4369127.6614533
31017,9735373.484528331
31018,5270219.450357672
31019,4803522.483632863
31020,7145519.5710047465
31021,11779355.943542318
31022,20052149.700458705
31023,9791090.943529638
31024,5015760.480599313
31025,5639459.03334062
31026,5935528.017248682
31027,4230277.148060533
31028,4388270.5721447505
31029,7236170.140612693
31030,7479920.46001819
31031,8963807.07975954
31032,8283248.883107012
31033,6059724.775687237
31034,5897898.837875218
31035,9285917.882690657
31036,6472368.742893075
31037,22415433.4438162
31038,4430507.468775184
31039,7345472.0982966805
31040,5261221.144397821
31041,4408707.449951122
31042,4437071.401977152
31043,5681692.591492123
31044,8223790.409658963
31045,6594117.771367809
31046,12059765.795903647
31047,6754899.920966612
31048,4911380.826768055
31049,5588041.4556459375
31050,7111577.257634117
31051,6702495.920449215
31052,4351822.152340863
31053,11308473.80707058
31054,6033565.190712896
31055,4977566.878704817
31056,11888403.796737654
31057,5058586.096952374
31058,5893576.774651016
31059,2789788.7285005394
31060,7355583.766475616
31061,6113524.663934406
31062,5368591.723316666
31063,4341833.133939267
31064,5234082.288815083
31065,11366051.420066677
31066,4402072.345164903
31067,6275756.432628478
31068,4060726.1893761265
31069,4677321.468149551
31070,4623331.8447127575
31071,4429081.905894864
31072,7988851.63697468
31073,2266427.6146525624
31074,6450474.620655781
31075,7108087.956655063
31076,5821290.921960172
31077,5610541.058646447
31078,4424725.543253961
31079,4396072.203720584
31080,6756342.32509662
31081,2720455.72320938
31082,7968510.035737169
31083,4763970.324536917
31084,9644942.922457198
31085,10059509.393192522
31086,3926633.264509164
31087,4495764.8324462725
31088,7096083.150186533
31089,7023387.065590286
31090,29725258.652159054
31091,4328242.135421025
31092,7324902.839280069
31093,5611216.50386321
31094,6172473.924475838
31095,5287160.317115551
31096,11479516.885168266
31097,8073799.2355521275
31098,8978705.412658932
31099,19785139.6845332
31100,5119269.178465497
31101,4387190.7023989335
31102,5030556.834880501
31103,7977222.5038231285
31104,4961505.662954333
31105,7182315.219051269
31106,4747174.80797929
31107,9604544.797295237
31108,6942319.994613065
31109,5160610.043011414
31110,9319720.433396269
31111,10277576.894663133
31112,5770188.293018454
31113,3595825.1115747057
31114,4991567.824169938
31115,5060646.934330589
31116,5602727.882247215
31117,6234439.306510743
31118,4252716.314442124
31119,3512444.2429854283
31120,5901926.766995927
31121,5299850.671252698
31122,5894502.052154898
31123,4647675.767629923
31124,5532318.266879174
31125,14336950.756957708
31126,15918067.972898314
31127,5632540.272139604
31128,5470120.881977125
31129,5045352.894592266
31130,12566275.754790997
31131,7453761.27858029
31132,9243569.36719726
31133,8201419.890733602
31134,6352094.125490179
31135,7756317.165324038
31136,6910305.684647262
31137,4576653.861717019
31138,6320713.03142046
31139,4397263.622102041
31140,7467466.074186123
31141,5226950.574834774
31142,9303556.195951603
31143,5862330.181194971
31144,4412927.849843309
31145,5632615.792304637
31146,4243403.004748998
31147,9964215.57179398
31148,5530479.862247566
31149,2291442.2126567736
31150,8213176.3272255035
31151,4131225.2321785875
31152,6554396.366705542
31153,4350778.349831522
31154,14053524.795239888
31155,5157943.745423706
31156,7330996.992207783
31157,4076262.1387184197
31158,7475883.815515659
31159,5957647.556273212
31160,5411259.967225862
31161,4398325.293279241
31162,4786492.762222207
31163,5501147.353383843
31164,6100494.629218518
31165,5487617.480292088
31166,5668550.466365657
31167,6549728.219087475
31168,10819322.759271238
31169,6912698.7629226595
31170,5287260.2014392335
31171,11325532.087531868
31172,4986498.660575446
31173,8305136.829369176
31174,8698586.69434122
31175,12230974.694405757
31176,4681224.335271661
31177,8404431.225096328
31178,4416088.778399059
31179,4910953.814787285
31180,4031515.2982518864
31181,8068352.717801609
31182,6819567.683630497
31183,8443327.885744762
31184,5274139.290084941
31185,5198566.218939231
31186,8363511.378333621
31187,3578070.4279596442
31188,4813001.332405411
31189,5376277.281946251
31190,5434652.307886122
31191,8449224.523923077
31192,3080982.000976527
31193,5687088.6557200765
31194,8292798.604766172
31195,6641848.283822014
31196,4449602.27698285
31197,11782708.227267593
31198,4551444.728364835
31199,6707561.7862597
31200,9500266.288408633
31201,4373633.338396623
31202,4010779.6826502965
31203,6045137.60610439
31204,3852202.1301040985
31205,7866807.492552825
31206,5383807.7226251215
31207,4186647.215475677
31208,4226194.583901656
31209,4159692.644513814
31210,5525415.1991259325
31211,6164157.292778525
31212,5851246.148281765
31213,9156587.390862597
31214,6879018.912149929
31215,4690789.210976355
31216,5512844.837195094
31217,7444989.830727489
31218,8049677.882262217
31219,3610366.1832982996
31220,6459850.322511938
31221,4458367.026892721
31222,6522997.109588393
31223,9815702.634440213
31224,5684522.41917062
31225,9563750.8137944
31226,6028601.721630017
31227,9631354.47013826
31228,9530237.704040358
31229,4985914.873781545
31230,5244507.439239702
31231,5298682.110270288
31232,7504864.081458982
31233,6555286.617921838
31234,5875937.15686718
31235,4813113.935176591
31236,5770854.7341552405
31237,10811831.99730968
31238,6707561.7862597
31239,10237211.03032362
31240,5874014.474512562
31241,6593321.455555069
31242,7033615.561332835
31243,4257769.3443366885
31244,7490305.559360317
31245,6969136.378545508
31246,8354256.252123276
31247,5307439.056448699
31248,4954167.602132747
31249,9597098.465712676
31250,5659685.072327148
31251,7390988.882758572
31252,6009628.6529405685
31253,7531940.427627073
31254,5901670.459928756
31255,10393964.528643724
31256,6188560.528991496
31257,4246060.688647326
31258,7710488.150377491
31259,10267053.617845694
31260,6710686.930831349
31261,13545896.932601707
31262,5518463.5970092425
31263,6172811.824352123
31264,4356114.800521989
31265,10391147.330802843
31266,6652831.517656503
31267,4427164.592529344
31268,4403977.308570665
31269,6685881.4190893015
31270,5263336.950501704
31271,5617866.955636113
31272,12716655.084685503
31273,5969256.561075674
31274,5341016.459830242
31275,5720148.411773183
31276,5539826.857189844
31277,4536797.348673513
31278,14528572.638287967
31279,13344403.546506867
31280,6118876.788654855
31281,7237174.454548835
31282,11765882.968957983
31283,5974528.314506651
31284,3020725.0700504496
31285,5515336.810003715
31286,7749531.342114883
31287,9772713.69865468
31288,4479867.180773813
31289,6749632.6095398
31290,5616735.666767218
31291,6612316.155620053
31292,3884583.5430370225
31293,7353074.694156249
31294,4276106.170053924
31295,15024514.412281724
31296,9643324.706195684
31297,6711945.336982315
31298,3658756.8955350034
31299,9760497.781408554
31300,6025223.438014514
31301,5901097.990521145
31302,5664317.678347827
31303,6358852.167373666
31304,6977702.061133726
31305,7747223.146586425
31306,3420049.727655085
31307,5774909.691558716
31308,7842899.259083178
31309,7016278.219414272
31310,24934844.738567945
31311,4954127.981098762
31312,4112874.853983658
31313,9474089.554560006
31314,6555286.617921838
31315,9809251.046447963
31316,10809570.992543576
31317,17359089.018907115
31318,7741096.30715127
31319,6674379.026254743
31320,6178864.743046791
31321,5995546.454595691
31322,5965780.228741126
31323,7521642.038446584
31324,5993942.8532328
31325,6217712.522108138
31326,5782787.021289756
31327,7100430.416769003
31328,10408134.175304847
31329,5005804.46244909
31330,9921701.52052778
31331,8580162.845279971
31332,5521313.387437734
31333,4390779.603303547
31334,4366459.953848011
31335,7015398.495811488
31336,8590737.632054
31337,7415142.79488523
31338,4448084.494177374
31339,5067478.283193368
31340,5606032.405236416
31341,9760497.781408554
31342,4731321.00380253
31343,4341833.133939267
31344,4584811.510671257
31345,4774412.425005174
31346,3872511.4487107885
31347,5383930.047569854
31348,9956415.78047226
31349,8338102.808476764
31350,3615222.5632972037
31351,5123892.475054664
31352,9042533.336755682
31353,4562196.647236445
31354,6548588.741203569
31355,7245317.650950341
31356,4323251.702314812
31357,5018522.521467888
31358,2768434.6001341455
31359,5826889.2183741005
31360,7417754.2747480525
31361,5052839.19944344
31362,9814500.681265658
31363,5221317.554710022
31364,3630119.7396234055
31365,4403701.271678371
31366,6075629.969794801
31367,9856384.703402305
31368,5359480.556928623
31369,4452465.314743951
31370,8466695.225480186
31371,8094127.566566296
31372,7708537.787146529
31373,4561276.62398844
31374,5500618.171531
31375,5624848.301657447
31376,6707561.7862597
31377,8415473.907370882
31378,4672306.104254871
31379,21912566.04315984
31380,4607891.602285871
31381,7383168.891336759
31382,5417996.762331043
31383,7206465.28794065
31384,13611542.541144658
31385,11290547.271659277
31386,9001431.335092612
31387,7462612.096816141
31388,4723755.122120612
31389,4681069.319384406
31390,7728449.5765229575
31391,4350778.349831522
31392,8105906.871202082
31393,8247495.810200252
31394,4379510.439775063
31395,4534023.211304969
31396,7877190.051251204
31397,7372492.253006841
31398,4222232.076362347
31399,10424594.500549512
31400,4696865.334405067
31401,9890488.70832446
31402,9157199.339152645
31403,5239227.766031356
31404,4079845.708220542
31405,4684108.488529073
31406,5487617.480292088
31407,4349607.363561716
31408,6033565.190712896
31409,3775857.7433415023
31410,9263025.539255807
31411,7075013.827101729
31412,10432846.340952704
31413,8007597.782658243
31414,3855254.5021329834
31415,14374353.580428638
31416,6000494.9766266765
31417,5399066.501707213
31418,6746756.798009889
31419,8977186.036751954
31420,10255836.947696863
31421,5926224.746901011
31422,4858445.824666973
31423,7358547.415038849
31424,10847278.093184581
31425,6991428.492499514
31426,5063976.68166628
31427,6527101.147767158
31428,8422945.035117397
31429,11747493.970042149
31430,4758088.832923543
31431,5062435.347516457
31432,4261068.036519058
31433,6092910.313252708
31434,4397263.622102041
31435,10109545.115604341
31436,9696149.529795624
31437,11902017.068472896
31438,7206809.945306619
31439,6243406.854189138
31440,6066596.266943718
31441,6696540.292636989
31442,7291075.184831738
31443,10374888.016279584
31444,4243338.447578711
31445,8416769.881349228
31446,12999404.280374603
31447,5472203.640652147
31448,5600537.678762606
31449,6302087.991711511
31450,6728283.926951912
31451,7220803.303148073
31452,12638485.79277007
31453,4246202.859953463
31454,4727001.972130461
31455,7645729.048294855
31456,5234082.288815083
31457,5652567.35520256
31458,17010010.548968382
31459,5199130.673036026
31460,5239227.766031356
31461,4328571.187008137
31462,3937871.0133955595
31463,5144197.1066882815
31464,7342954.155492804
31465,4864297.612109367
31466,28672238.449368104
31467,4429081.905894864
31468,13870151.553176224
31469,5150358.749075662
31470,5147353.303021897
31471,13234467.319537887
31472,2699422.272111318
31473,6339505.385428955
31474,3364351.050701134
31475,7510165.451537059
31476,13420475.059425477
31477,6156734.738620453
31478,4403413.540997509
31479,5228550.3865511315
31480,9424887.500040103
31481,8220744.440258424
31482,9050269.282595344
31483,7826389.787636525
31484,5498392.653229201
31485,3557651.133456416
31486,3387940.3400855553
31487,5339795.268458007
31488,15023116.145151503
31489,7398605.767578665
31490,4950744.196502779
31491,5397180.04124272
31492,6973924.016664338
31493,9619597.461989883
31494,5233493.712862281
31495,4827047.026347213
31496,6020571.356418826
31497,4976993.914642236
31498,5835653.641808248
31499,9684177.336676149
31500,8742875.982615823
31501,8521364.888325853
31502,7675280.9965266865
31503,6105128.202727054
31504,7853103.030584953
31505,22465762.489779808
31506,7137296.004544547
31507,6608974.628458394
31508,6597294.573720308
31509,5008589.379796962
31510,5210294.389610365
31511,5311252.8391071865
31512,5826867.0605752375
31513,17978712.12103884
31514,21892110.173743714
31515,2383755.7836959977
31516,12001770.366736276
31517,5377111.221544335
31518,4989636.658404663
31519,5133917.818071042
31520,6801559.1201057
31521,4926313.008157006
31522,4415754.173391111
31523,5618302.751468959
31524,7643714.378356931
31525,7970617.128352829
31526,5664447.666062406
31527,6957513.0790090365
31528,3818817.760835737
31529,5448919.997133068
31530,5652853.807516209
31531,6040160.435901713
31532,5727323.063247819
31533,12585153.144998906
31534,7811909.9985041525
31535,10482000.918717146
31536,6836602.056185261
31537,4294638.61361415
31538,4741068.029432496
31539,3655763.479936568
31540,9632036.279445881
31541,2742614.794979603
31542,5324820.180864334
31543,4403701.271678371
31544,5234082.288815083
31545,8179011.3605527785
31546,12076779.173187317
31547,4935479.91249401
31548,5112097.814164682
31549,5727398.3279759865
31550,4999445.795519478
31551,5686538.745388571
31552,6336417.831856534
31553,5712460.201052161
31554,7241756.593408765
31555,3915257.864372385
31556,7372492.253006841
31557,5356112.388313006
31558,9823439.074917363
31559,2755329.5339338803
31560,7645553.56549252
31561,6538018.195036239
31562,14891976.910031209
31563,5198566.218939231
31564,7212551.670164498
31565,8914915.860983374
31566,5497198.582989969
31567,19156728.291674487
31568,6483222.531837766
31569,6965104.5504022855
31570,7511140.471073581
31571,6159294.496691114
31572,4209309.33958258
31573,5243279.761390096
31574,8363566.197005691
31575,5451794.874327204
31576,7101358.342561397
31577,4790193.02966762
31578,8997490.191578459
31579,4943289.834227846
31580,6174185.406991278
31581,4659752.289352282
31582,5655453.663819017
31583,7135596.35350332
31584,4386245.089345731
31585,6741139.162247277
31586,10938549.86399568
31587,13614651.424896296
31588,9155914.560915481
31589,3571555.859713676
31590,5213246.144412999
31591,6723687.940221954
31592,6629364.101208342
31593,5533330.770123939
31594,7329078.0171346115
31595,4107421.932630019
31596,3712356.1104122037
31597,5533291.898992104
31598,3848454.362049264
31599,6966862.091573003
31600,6498068.656494859
31601,14365963.315467669
31602,4946697.159192522
31603,12225493.90167997
31604,5434459.442495419
31605,5239227.766031356
31606,6498254.089589116
31607,7224638.787489035
31608,4930856.948234479
31609,5476247.962360805
31610,7455182.44483376
31611,5188031.631604592
31612,4738446.390330435
31613,4642668.440265059
31614,9932743.636060964
31615,9720439.470351463
31616,9090173.099680532
31617,4310038.745208693
31618,6350251.235014158
31619,6589774.482510472
31620,4410717.29375694
31621,4938111.664425987
31622,18947508.016377322
31623,7720649.800888784
31624,4824004.802638474
31625,8512857.798087005
31626,6058534.437135059
31627,7090792.218255811
31628,10377951.032500355
31629,9076532.73396558
31630,3942867.4195261877
31631,5838486.119161427
31632,15846586.011807464
31633,5567281.2417251235
31634,8359462.267686397
31635,11331659.373192599
31636,6613287.245883896
31637,5127613.144330244
31638,8001429.757572557
31639,4358001.343699906
31640,8318449.729098499
31641,4451643.401664524
31642,2925099.8250928605
31643,5894502.052154898
31644,9240244.172822805
31645,5175850.921993165
31646,6880373.970208385
31647,4887570.093233791
31648,11004591.019718572
31649,5313248.66548373
31650,5149001.540657258
31651,8204831.96913846
31652,6282567.378280812
31653,5381345.865225435
31654,5079622.958434925
31655,4145652.1984198214
31656,20078591.086582124
31657,6428545.936497383
31658,4293858.812026748
31659,6638305.828213623
31660,5464476.233925688
31661,5287844.5751803
31662,7282090.1941845
31663,4351822.152340863
31664,3908216.6049945108
31665,5198566.218939231
31666,4789185.985591183
31667,8103186.372844081
31668,7190470.518211812
31669,8492956.194678245
31670,6470202.652556932
31671,4090780.35265016
31672,7247131.977880614
31673,5623698.1235540295
31674,7416480.947513297
31675,6566078.043898106
31676,7155916.872543726
31677,4825340.271684427
31678,3820839.174471325
31679,7100255.559564383
31680,7749557.6114678085
31681,6056832.178968233
31682,2899855.5502891648
31683,6674379.026254743
31684,4828782.133330992
31685,4376832.231507583
31686,9209840.030960683
31687,8846443.28952018
31688,9756226.2525752
31689,4412890.674922377
31690,8004241.497960558
31691,4414801.806550974
31692,5181922.471340671
31693,5873015.9502209155
31694,5971693.786614935
31695,7266978.703563729
31696,4415549.700421232
31697,4607988.997700447
31698,4415549.700421232
31699,5183578.271649615
31700,4885654.320305381
31701,8195347.213518664
31702,4890693.794454209
31703,6545612.773089115
31704,5619817.003879681
31705,7333732.373548735
31706,4715144.843345543
31707,9753077.35905202
31708,6537288.001942722
31709,4856905.303508747
31710,9207541.017188193
31711,7091769.109139084
31712,6116258.702302251
31713,5720994.38573445
31714,5334804.809394358
31715,5834309.904706646
31716,5610805.399485137
31717,10217283.242644172
31718,5162008.700917494
31719,7215740.8062410345
31720,2478571.1099155582
31721,4294276.38543772
31722,5894502.052154898
31723,4883449.920655036
31724,4988556.707368239
31725,5246902.6849015895
31726,10001349.715564126
31727,5339103.633746738
31728,5266942.029122054
31729,5660720.953537924
31730,3551939.61235415
31731,7060861.071640296
31732,7739183.342298754
